DIVISIONS                  Task divisions (thoughts)

Abstract                   Design, and the untangible
Code                       Systems, coding, and tech
Visual                     Graphics, video, and images
Audio                      Music and audio
Personal                   Maintenance, personal curiosities, and mindless tasks
None                       Nothing

TASKS                      Task types (actions)

Design                     Project Planning, Research, and Organization
Development                Programming, Testing, Math, and Debugging
Writing                    Narrative, Research, Documentation, and Communication
Linguistics                Language Development
Graphic                    2D Graphic Development
Illustration               Drawing
3D                         Generation, Animation, Lighting, and Rendering
Modeling                   Modeling, Sculpting, Rigging, Texturing
Videography                Video Filming and Editing
Photography                Picture Taking and Editing
Composition                Composing, Producing, and Mixing
Acoustic                   Instrument Play and Recording
Performance                Audio and Visual Performance
Research                   Learning, Testing, Studying, and Teaching
Maintenance                Personal Organization and Maintenance
Event                      Noteworthy Event
None                       Nothing

#ARCH PROJECTS             Overarching activities that are individually too small to be considered as projects but add up to significant amounts of time, long-term

#Study                     Learning activities
#Jam                       Audio activities (audio)
#Doodle                    Visual activities (visual)
#Tinker                    Development and design activities (code / abstract)
#Various                   Other activities (given to activities unique and unpopular enough to not have an overarching project designation)
#None                      Nothing

DATE         TIME  PROJECT                       TASK              DIVISION        DETAILS
2017.02.23   3.0   Doodle                        3D                Visual          Micropolygon displacement, lighting and rendering.
2017.02.23   0.5   V-OS                          Design            Visual          Aesthetic experimentation.
2017.02.23   1.0   Elyium                        Writing           Abstract        V-OS page.
2017.02.23   1.5   Elyium                        Graphic           Visual          Visual identity design.
2017.02.23   2.0   Tinker                        Development       Code            Unreal engine problem solving.
2017.02.23   3.0   VisN                          Development       Code            Camera FoV script and HTC Vive port.
2017.02.22   2.0   V-OS                          Writing           Abstract        V-OS narrative rewrite.
2017.02.22   0.5   Study                         Research          Visual          Micropolygon displacement research.
2017.02.21   1.5   Study                         Research          Visual          Micropolygon displacement research.
2017.02.21   0.5   Elyium                        Design            Visual          Interface design.
2017.02.21   1.5   Doodle                        3D                Visual          Materials creation, lighting and rendering.
2017.02.20   3.5   Elyium                        Development       Code            Data structure creation.
2017.02.20   5.0   Study                         Research          Visual          Blender material system study.
2017.02.20   1.0   Doodle                        Illustration      Visual          Illustration with odd brushes.
2017.02.19   0.5   Study                         Research          Visual          Blender material system nodes research.
2017.02.19   4.0   Elyium                        Development       Code            Database, narrative, and interface development.
2017.02.18   2.5   Elyium                        Design            Code            Database and narrative system redesign.
2017.02.18   0.5   Ontologica                    Writing           Abstract        Documentation and V-OS page.
2017.02.17   5.0   Ontologica                    Videography       Visual          Film and edit video, develop Ontologica environment.
2017.02.16   1.5   Tinker                        Development       Code            Web development for Obx.
2017.02.16   2.0   Tinker                        Development       Code            Physics development, balancing, and documentation of Processing game.
2017.02.16   2.0   V-OS                          Development       Visual          Bugfixing, aesthetic changes.
2017.02.16   1.0   Doodle                        Videography       Visual          Meme video creation, green-screen testing.
2017.02.15   1.0   V-OS                          Development       Code            Bugfixes, optimizations.
2017.02.15   2.0   Tinker                        Development       Visual          Website template for Obx.
2017.02.15   3.0   Doodle                        3D                Visual          Blender experimentation.
2017.02.14   5.0   Doodle                        3D                Visual          Blender experimentation.
2017.02.14   3.0   Tinker                        Development       Code            Experimental game dev in Processing.
2017.02.13   0.5   Ontologica                    Design            Abstract        Concept expansion and discussion.
2017.02.13   0.5   Study                         Research          Abstract        Information, noise, and communication theory.
2017.02.12   0.5   VisN                          Writing           Abstract        Add more poetry to level.
2017.02.12   3.0   Elyium                        Development       Code            Interface development.
2017.02.12   1.0   Jam                           Composition       Audio           Composition and experimentation.
2017.02.12   1.5   Tinker                        Design            Visual          Add tree, better particle effects, better post-processing effects for desert landscape.
2017.02.11   3.5   Jam                           Composition       Audio           Composition and experimentation.
2017.02.10   2.0   Jam                           Composition       Audio           Composition and experimentation.
2017.02.10   3.5   Elyium                        Development       Code            Connecting modules, interface development, and database management.
2017.02.10   0.5   Elyium                        Graphic           Visual          Interface design.
2017.02.10   0.5   Qurotema                      Videography       Visual          Record video samples.
2017.02.09   0.5   Jam                           Composition       Audio           Composition and experimentation.
2017.02.09   1.0   Doodle                        Videography       Visual          Music visualization.
2017.02.08   0.5   Elyium                        Design            Code            Database design.
2017.02.08   4.0   Tinker                        Development       Visual          Unreal 4 scene development and experimentation.
2017.02.08   1.5   VisN                          Development       Code            Gimbal lock research, frame system development.
2017.02.07   5.0   Elyium                        Design            Code            Narrative generation system design.
2017.02.06   1.0   Ontologica                    Development       Visual          Refine level, add environment animation.
2017.02.06   0.5   Study                         Research          Abstract        Computation in new media.
2017.02.05   4.0   Elyium                        Design            Code            Further development and design for narrative generation.
2017.02.05   2.5   Jam                           Acoustic          Audio           Guitar, sound experimentation.
2017.02.05   1.0   Ontologica                    Development       Visual          Rebuild level in Unreal.
2017.02.04   9.0   Elyium                        Development       Code            Preliminary infrastructure development, image-to-ascii algorithm.
2017.02.04   1.0   VisN                          Acoustic          Audio           Edit Mantycore reading, add to Unity scene.
2017.02.03   4.5   VisN                          Development       Code            VisN development in Unity.
2017.02.03   2.0   V-OS                          Writing           Abstract        V-OS writing edit, extra organization, Nihilim and Technomancers pages.
2017.02.03   3.0   Rig                           Maintenance       Personal        Install programs on fresh OS.
2017.02.02   2.0   Elyium                        Development       Code            Accelorometer and location data gathering.
2017.02.02   2.0   Study                         Linguistics       Abstract        Research language composition and construction.
2017.02.02   2.0   Doodle                        Videography       Visual          Movie trailer.
2017.02.01   2.0   Doodle                        Graphic           Visual          Develop shorthand script for personal use.
2017.02.01   1.5   Rig                           Maintenance       Personal        Reinstall desktop PC.
2017.01.31   4.0   Study                         Development       Code            Video processing in Processing.
2017.01.31   1.0   VisN                          Research          Visual          Unique typography research.
2017.01.30   1.5   Namium                        Linguistics       Abstract        Develop more sophisticated name generation for name system, experiment with language.
2017.01.30   0.5   Study                         Research          Abstract        Medium and media studies.
2017.01.29   1.0   Namium                        Development       Code            Design and develop simple name generation system.
2017.01.29   1.0   Study                         Research          Code            Ruby study.
2017.01.28   2.0   Study                         Research          Code            Ruby study.
2017.01.28   1.0   VisN                          3D                Visual          Cinema4D sketches for Obx.
2017.01.28   0.0   Various                       Event             Personal        SSD died.
2017.01.27   2.5   Ontologica                    Development       Code            Ontologica UE4 prototype development.
2017.01.27   1.5   VisN                          3D                Visual          Cinema4D sketches for Obx.
2017.01.26   1.0   Elyium                        Design            Code            Database structure research and design.
2017.01.25   0.5   Doodle                        Graphic           Visual          Logo design.
2017.01.24   2.0   Elyium                        Design            Code            Infrastructure research and design.
2017.01.24   1.0   V-OS                          Design            Personal        V-OS mail setup, profile cleanup.
2017.01.23   0.5   Doodle                        Graphic           Visual          Atmos remaster.
2017.01.23   1.5   Study                         Research          Abstract        Simulation, simulacra, and materiality.
2017.01.22   3.0   Qurotema                      Graphic           Visual          Quro cover art.
2017.01.22   2.0   V-OS                          Writing           Abstract        V-OS Quro page and projects narrative rewrite.
2017.01.22   0.0   Various                       Event             Personal        Joined Merveilles.
2017.01.21   3.5   Tinker                        Development       Code            Image processing in Processing.
2017.01.21   1.0   Rig                           Maintenance       Personal        Update backup.
2017.01.21   2.0   Qurotema                      Composition       Audio           Mixing and tuning.
2017.01.20   2.0   V-OS                          Writing           Abstract        ScopeOne documentation and V-OS verse writing.
2017.01.19   3.0   Study                         Research          Code            Pixel sorting and vector math.
2017.01.19   0.0   Various                       Event             Personal        Begin time tracking seriously.
2017.01.18   6.0   Qurotema                      Composition       Audio           Composition and mixing.
2017.01.17   2.5   Qurotema                      Acoustic          Audio           Recording room sounds for soundscape samples.
2017.01.16   0.5   Study                         Research          Abstract        Image and representation in new media.
2017.01.15
2017.01.14
2017.01.13
2017.01.12
2017.01.11
2017.01.10
2017.01.09
2017.01.08
2017.01.07
2017.01.06
2017.01.05
2017.01.04   5.0   V-OS                          Development       Code            PHP page generation system expansion.
2017.01.03
2017.01.02   4.0   V-OS                          Development       Code            Bugfixes, PHP optimization and refactoring.
2017.01.02   0.0   V-OS                          Event             Personal        Purchase v-os.ca.
2017.01.01   1.0   V-OS                          Research          Abstract        Domains.
